# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
2.717,0.024,-0.871,17.3,1.0,0.88,0.349,elliptical
10.981,-0.379,-0.182,20.08,0.224,0.774,0.912,spiral
-11.052,-0.337,0.786,18.07,0.496,0.844,1.0,spiral
-24.359,0.933,2.309,18.53,0.439,0.862,1.0,spiral
23.162,0.031,-0.815,17.3,0.512,0.92,1.0,spiral
23.161,0.002,-0.843,17.95,1.0,0.849,0.312,elliptical
15.776,0.109,-0.874,16.81,0.307,1.0,1.0,spiral
-9.861,1.434,0.398,18.03,1.0,0.872,0.358,elliptical
10.789,-0.334,0.191,15.88,1.0,0.588,1.0,irregular
15.563,0.152,-0.753,16.95,1.0,0.881,0.216,elliptical
23.164,-0.008,-0.772,14.62,0.718,1.0,1.0,spiral
23.163,-0.04,-0.798,17.79,1.0,0.746,0.333,elliptical
-34.483,-2.402,-0.828,19.98,0.283,0.933,0.683,dwarf
12.905,-0.075,-0.179,19.29,0.269,0.783,1.0,spiral
-4.556,-0.451,-0.497,16.16,0.477,0.999,1.0,spiral
-12.991,-0.77,0.332,19.14,0.372,0.72,1.0,spiral
-6.143,-0.741,0.128,18.32,0.259,0.901,1.0,spiral
-3.253,0.878,-0.091,18.65,0.452,0.784,1.0,spiral
-35.099,0.484,3.788,20.29,0.245,0.698,0.976,spiral
-35.158,0.275,0.506,18.65,0.311,0.745,1.0,spiral
-18.72,1.167,1.453,17.25,0.325,1.0,1.0,spiral
15.999,0.222,-0.518,17.59,1.0,0.956,0.15,elliptical
23.163,-0.032,-0.799,16.89,1.0,0.82,0.21,elliptical
-18.872,-1.674,-0.637,17.15,0.465,1.0,1.0,spiral
15.57,-0.07,-0.463,18.01,1.0,0.82,0.346,elliptical
-1.074,-0.28,0.905,18.1,0.311,1.0,1.0,spiral
3.818,0.854,-0.131,16.41,0.324,1.0,1.0,spiral
17.388,-0.115,-0.558,20.49,0.16,0.857,0.718,dwarf
23.164,0.013,-0.774,17.75,0.402,0.98,1.0,spiral
-5.162,0.069,0.714,16.76,0.375,0.949,1.0,spiral
14.622,-0.282,-0.23,17.6,0.312,0.993,1.0,spiral
-7.066,1.144,0.8,20.05,1.0,0.572,0.162,elliptical
-12.693,-0.19,-0.403,17.33,0.355,0.948,1.0,spiral
-0.269,0.54,-0.361,14.0,1.0,0.817,1.0,irregular
21.774,0.012,-0.697,15.79,1.0,0.78,1.0,irregular
-8.166,-0.438,0.587,18.32,1.0,0.707,0.223,elliptical
12.678,0.258,-0.55,18.83,1.0,0.601,0.262,elliptical
23.163,0.022,-0.781,16.99,0.441,0.984,1.0,spiral
2.188,0.52,-0.689,15.95,0.438,1.0,1.0,spiral
23.161,0.008,-0.837,16.61,0.319,0.953,1.0,spiral
23.164,0.022,-0.766,15.05,1.0,0.982,0.475,elliptical
-11.498,-1.115,-0.36,18.84,0.452,0.844,1.0,spiral
23.164,-0.039,-0.784,18.2,0.359,0.856,1.0,spiral
-21.62,1.641,1.029,19.89,0.403,0.677,1.0,spiral
23.162,-0.006,-0.792,16.48,0.519,1.0,1.0,spiral
6.361,0.174,-0.47,19.58,1.0,0.648,0.205,elliptical
23.162,-0.038,-0.813,17.42,1.0,0.748,0.251,elliptical
-12.404,1.507,1.022,18.75,0.36,0.737,1.0,spiral
4.966,0.123,-0.698,18.58,1.0,0.468,1.0,irregular
-20.004,-0.052,1.789,17.68,0.521,1.0,1.0,spiral
6.635,0.665,0.505,19.3,0.373,0.862,1.0,spiral
-3.041,1.049,-0.488,17.31,1.0,0.97,0.369,elliptical
23.162,0.009,-0.804,18.01,1.0,0.535,1.0,irregular
-32.124,0.89,1.439,18.17,1.0,0.42,1.0,irregular
-37.011,2.542,3.357,19.3,0.242,0.853,1.0,spiral
-10.207,-0.862,0.226,18.16,1.0,0.511,1.0,irregular
1.657,0.541,-0.417,18.63,1.0,0.671,0.184,elliptical
23.161,-0.002,-0.831,17.27,0.417,0.956,1.0,spiral
-12.038,-1.086,-0.719,18.56,1.0,0.847,0.161,elliptical
-3.915,0.497,-1.003,16.82,1.0,0.957,0.21,elliptical
23.162,-0.003,-0.802,16.43,1.0,0.935,0.217,elliptical
12.363,0.329,-0.397,16.65,0.407,1.0,1.0,spiral
-1.337,-0.819,-0.958,19.18,0.299,0.799,1.0,spiral
23.162,-0.006,-0.792,19.04,1.0,0.803,0.327,elliptical
-27.381,0.299,2.134,19.02,0.384,0.753,1.0,spiral
7.981,0.567,-0.301,17.03,1.0,0.82,0.394,elliptical
23.164,-0.033,-0.771,15.24,1.0,1.0,0.43,elliptical
18.78,0.156,-0.613,16.26,1.0,1.0,0.334,elliptical
23.164,-0.023,-0.776,17.62,0.371,0.976,1.0,spiral
22.736,0.05,-0.768,17.68,1.0,0.765,0.277,elliptical
-17.544,1.661,1.056,16.67,0.319,1.0,1.0,spiral
13.957,-0.067,-0.713,18.76,1.0,0.715,0.251,elliptical
17.394,-0.104,-0.435,16.35,1.0,0.896,0.276,elliptical
23.163,0.023,-0.791,18.35,1.0,0.661,0.329,elliptical
-12.044,-0.284,-0.017,17.28,1.0,0.791,0.17,elliptical
-1.904,-0.775,1.17,18.06,1.0,0.595,1.0,irregular
23.162,-0.003,-0.809,16.65,1.0,1.0,0.336,elliptical
23.162,-0.019,-0.815,18.31,0.399,0.781,1.0,spiral
20.702,-0.129,-0.835,17.56,1.0,0.731,0.175,elliptical
-5.079,1.03,-0.8,18.29,1.0,0.717,0.353,elliptical
-17.508,-0.667,-0.833,20.04,0.267,0.656,0.934,spiral
20.596,-0.159,-0.837,15.11,1.0,1.0,0.258,elliptical
-8.172,0.987,0.096,17.6,1.0,0.907,0.25,elliptical
-40.834,-1.342,-0.839,20.7,0.315,0.618,0.82,spiral
-10.77,-0.034,-0.981,17.88,0.461,1.0,1.0,spiral
-10.448,-0.101,-0.687,19.94,1.0,0.322,0.875,irregular
-0.057,-0.008,-0.184,17.14,0.375,1.0,1.0,spiral
-5.116,0.324,1.406,20.0,1.0,0.438,0.89,irregular
-56.091,2.583,5.308,18.26,0.354,0.954,1.0,spiral
-3.27,-0.578,-1.083,15.97,1.0,0.877,0.326,elliptical
-19.329,-0.116,-0.241,19.35,0.306,0.729,1.0,spiral
-21.254,-0.27,2.347,20.08,0.955,0.451,0.855,irregular
-57.839,-1.995,-0.079,19.88,1.0,0.414,0.785,irregular
-11.971,-0.943,1.429,16.16,0.533,1.0,1.0,spiral
-31.117,0.566,2.387,18.16,1.0,0.689,0.299,elliptical
23.162,-0.029,-0.809,18.63,1.0,0.495,0.987,irregular
10.348,0.098,0.084,15.37,1.0,1.0,0.318,elliptical
13.864,0.268,-0.358,17.73,0.443,0.857,1.0,spiral
-49.661,1.773,1.857,18.4,1.0,0.847,0.252,elliptical
-31.792,-1.324,3.336,16.67,0.575,0.954,1.0,spiral
23.163,0.022,-0.788,18.96,0.385,0.71,1.0,spiral
23.162,-0.034,-0.818,16.93,1.0,0.856,0.381,elliptical
23.164,-0.023,-0.773,16.94,1.0,0.794,0.197,elliptical
6.907,0.514,-0.335,19.06,1.0,0.435,0.993,irregular
-26.051,1.577,-0.565,21.0,0.315,0.512,0.77,spiral
-35.426,-1.57,1.559,19.06,1.0,0.589,0.235,elliptical
10.106,-0.305,-0.741,17.7,1.0,0.855,0.267,elliptical
23.162,0.014,-0.817,16.97,1.0,0.98,0.214,elliptical
23.162,-0.041,-0.841,16.51,0.6,1.0,1.0,spiral
23.162,0.021,-0.819,16.31,1.0,1.0,0.221,elliptical
23.163,-0.017,-0.778,15.46,0.653,1.0,1.0,spiral
-18.578,0.414,-0.289,19.42,1.0,0.497,0.863,irregular
-28.274,1.878,0.485,18.14,1.0,0.679,0.14,elliptical
-56.152,-0.449,-1.087,20.47,0.869,0.453,0.722,irregular
-5.474,1.244,0.38,17.78,1.0,0.633,1.0,irregular
-22.162,-0.576,1.47,15.51,0.512,1.0,1.0,spiral
6.143,-0.028,-0.686,16.93,1.0,0.901,0.373,elliptical
2.945,-0.31,-0.15,19.95,1.0,0.662,0.119,elliptical
12.466,0.099,-0.413,19.0,1.0,0.738,0.196,elliptical
16.53,0.048,-0.558,17.24,0.447,1.0,1.0,spiral
23.054,-0.002,-0.814,17.81,0.391,1.0,1.0,spiral
14.498,-0.056,-0.486,17.98,0.281,0.997,1.0,spiral
-17.865,-0.21,1.678,17.45,1.0,0.985,0.328,elliptical
-32.657,-0.983,1.469,20.81,0.278,0.533,0.827,spiral
23.161,0.012,-0.822,17.15,1.0,0.743,0.376,elliptical
-27.842,2.1,0.265,19.1,1.0,0.743,0.319,elliptical
23.164,0.017,-0.764,18.6,0.467,0.785,1.0,spiral
23.161,-0.032,-0.84,16.95,1.0,0.928,0.265,elliptical
-9.77,1.437,-0.205,18.46,0.5,0.981,1.0,spiral
-31.465,1.122,3.452,17.55,0.321,1.0,1.0,spiral
23.162,0.039,-0.822,16.74,0.371,1.0,1.0,spiral
23.163,-0.028,-0.787,17.06,1.0,1.0,0.344,elliptical
-19.422,-1.36,2.164,16.3,0.558,0.98,1.0,spiral
-3.781,-0.86,0.178,18.89,1.0,0.821,0.204,elliptical
23.163,-0.038,-0.8,16.57,0.478,1.0,1.0,spiral
-8.78,-1.11,0.866,17.64,0.508,0.953,1.0,spiral
23.163,-0.026,-0.782,16.39,1.0,0.979,0.184,elliptical
-5.2,-0.473,-0.868,16.55,1.0,0.973,0.351,elliptical
23.163,-0.006,-0.781,15.61,1.0,1.0,0.388,elliptical
-16.089,1.546,-0.375,17.99,0.302,0.992,1.0,spiral
23.162,-0.021,-0.805,16.45,1.0,1.0,0.347,elliptical
-13.424,0.48,0.336,18.78,1.0,0.672,0.217,elliptical
1.333,-0.315,-0.347,18.6,1.0,0.854,0.25,elliptical
-25.429,-0.68,-0.802,20.01,0.941,0.415,0.729,irregular
23.161,0.01,-0.851,17.13,0.352,1.0,1.0,spiral
-23.447,1.534,2.846,20.5,0.926,0.363,0.722,irregular
17.384,-0.197,-0.898,16.69,1.0,1.0,0.291,elliptical
-7.195,-0.459,0.73,20.09,0.262,0.792,0.686,dwarf
16.76,0.094,-0.295,18.72,0.315,0.961,1.0,spiral
-27.556,1.358,-0.541,19.48,0.275,0.744,1.0,spiral
3.044,-0.522,-0.882,19.7,0.222,0.82,1.0,spiral
23.162,-0.018,-0.814,15.83,0.354,1.0,1.0,spiral
15.039,-0.019,-0.366,16.0,1.0,0.957,0.375,elliptical
-12.684,0.545,-0.034,19.97,0.991,0.686,0.26,elliptical
-21.496,0.034,1.936,18.4,1.0,0.81,0.351,elliptical
-25.11,-0.338,-1.245,19.66,1.0,0.696,0.224,elliptical
23.161,-0.018,-0.842,16.29,0.494,1.0,1.0,spiral
23.163,-0.016,-0.791,16.69,1.0,0.815,0.423,elliptical
-11.122,0.021,1.467,18.18,1.0,0.861,0.26,elliptical
-6.248,-0.141,0.406,18.01,1.0,0.752,0.26,elliptical
20.923,-0.048,-0.592,16.45,1.0,0.942,0.3,elliptical
3.402,-0.755,0.259,18.56,0.281,0.954,1.0,spiral
-0.127,0.678,0.495,19.42,1.0,0.466,0.894,irregular
23.161,0.004,-0.83,17.9,1.0,0.835,0.347,elliptical
3.589,0.674,-0.381,15.17,1.0,0.946,0.385,elliptical
23.162,-0.048,-0.844,18.37,0.469,0.768,1.0,spiral
4.858,-0.11,-0.871,14.88,1.0,0.986,0.357,elliptical
21.883,-0.054,-0.676,17.69,1.0,0.677,1.0,irregular
10.254,-0.2,0.252,18.21,0.294,0.975,1.0,spiral
23.162,0.037,-0.835,17.69,0.547,0.988,1.0,spiral
-24.848,1.177,1.048,18.68,0.252,0.968,1.0,spiral
-42.377,0.309,2.312,18.53,0.492,0.985,1.0,spiral
0.407,-0.139,0.615,18.97,0.39,0.856,1.0,spiral
7.907,0.597,0.323,17.39,0.29,0.966,1.0,spiral
-24.149,0.932,2.239,18.79,1.0,0.733,0.347,elliptical
-21.996,-1.076,-0.764,18.4,0.434,0.886,1.0,spiral
4.985,-0.268,0.003,18.39,0.305,0.9,1.0,spiral
23.164,-0.035,-0.779,16.66,1.0,0.869,0.37,elliptical
19.315,0.058,-0.581,14.86,0.666,1.0,1.0,spiral
-36.876,1.136,-1.076,20.65,0.287,0.636,0.904,spiral
-6.667,-0.489,0.556,20.5,0.878,0.352,0.76,irregular
23.161,0.001,-0.84,14.01,1.0,1.0,0.43,elliptical
-4.969,-0.267,0.217,17.27,1.0,1.0,0.426,elliptical
18.454,-0.157,-0.778,17.72,1.0,0.73,0.216,elliptical
23.161,0.001,-0.823,15.26,1.0,1.0,0.196,elliptical
-9.643,0.241,1.094,18.21,0.304,0.891,1.0,spiral
23.164,0.019,-0.766,17.04,1.0,0.774,0.243,elliptical
23.162,-0.024,-0.823,15.06,0.591,1.0,1.0,spiral
-3.48,-0.694,-0.496,18.19,0.277,0.882,1.0,spiral
23.162,-0.002,-0.793,16.2,1.0,0.821,0.304,elliptical
-1.561,-0.212,-0.474,16.84,0.49,1.0,1.0,spiral
9.679,-0.363,-0.786,16.08,1.0,1.0,0.422,elliptical
23.162,-0.035,-0.825,17.69,1.0,0.838,0.189,elliptical
23.163,-0.026,-0.783,15.85,0.616,1.0,1.0,spiral
23.162,0.008,-0.804,18.36,0.28,0.934,1.0,spiral
12.812,-0.437,-0.085,17.51,0.361,0.883,1.0,spiral
23.162,0.002,-0.806,15.55,1.0,1.0,0.39,elliptical
7.43,0.15,-0.563,16.65,1.0,0.898,0.264,elliptical
5.095,0.256,0.055,17.83,1.0,0.898,0.392,elliptical
-40.659,-2.693,0.981,19.57,1.0,0.715,0.311,elliptical
-3.436,-0.05,0.909,19.17,1.0,0.665,0.158,elliptical
-6.8,-0.353,-0.159,17.18,0.364,0.978,1.0,spiral
-30.424,-0.548,3.14,19.18,0.426,0.711,1.0,spiral
-1.874,-0.218,-0.102,18.82,0.32,0.759,1.0,spiral
8.729,-0.134,-0.114,18.99,1.0,0.378,0.882,irregular
-44.995,-1.93,-0.622,19.07,1.0,0.725,0.332,elliptical
3.415,0.054,0.685,17.64,0.52,0.931,1.0,spiral
-11.493,-1.208,-0.221,18.61,1.0,0.862,0.174,elliptical
23.163,0.021,-0.794,15.58,0.533,1.0,1.0,spiral
23.161,-0.022,-0.824,15.82,1.0,1.0,0.289,elliptical
5.608,0.226,-0.84,18.36,0.469,0.933,1.0,spiral
-12.255,0.69,-0.141,19.85,0.207,0.802,0.933,spiral
23.161,-0.004,-0.816,16.03,1.0,0.911,0.394,elliptical
23.164,0.021,-0.777,15.58,1.0,1.0,0.356,elliptical
16.216,-0.147,-0.434,18.27,1.0,0.762,0.194,elliptical
23.162,-0.04,-0.848,14.93,0.419,1.0,1.0,spiral
4.967,0.302,-0.791,18.72,1.0,0.722,0.285,elliptical
-36.868,2.503,2.173,18.84,0.378,0.818,1.0,spiral
-42.442,-1.102,-1.396,19.31,0.175,0.955,0.836,dwarf
-3.011,-0.341,0.798,16.03,1.0,0.944,0.296,elliptical
23.162,-0.031,-0.856,18.77,0.399,0.892,1.0,spiral
-10.35,1.497,1.295,18.52,0.302,0.946,1.0,spiral
9.382,-0.381,-0.001,17.26,1.0,0.826,0.263,elliptical
23.163,0.01,-0.786,14.91,0.598,1.0,1.0,spiral
14.706,-0.123,-0.837,15.9,1.0,1.0,0.353,elliptical
-31.618,1.35,2.734,19.17,0.286,0.857,1.0,spiral
18.348,0.188,-0.809,18.38,0.42,0.842,1.0,spiral
23.161,-0.007,-0.817,17.1,1.0,0.732,1.0,irregular
-2.413,0.559,-0.483,17.42,0.315,1.0,1.0,spiral
13.43,0.457,-0.862,17.78,1.0,0.603,1.0,irregular
-7.697,0.938,1.142,18.32,1.0,0.76,0.206,elliptical
-8.194,0.539,-0.487,20.09,0.209,0.663,0.981,spiral
-18.778,0.798,0.193,20.29,0.224,0.842,0.711,dwarf
12.262,0.395,-0.307,17.45,1.0,0.826,0.409,elliptical
11.077,0.347,-0.43,16.72,1.0,0.852,0.26,elliptical
20.381,0.06,-0.72,18.08,0.463,0.829,1.0,spiral
23.163,-0.032,-0.788,16.65,0.423,1.0,1.0,spiral
1.864,0.351,-0.971,16.97,1.0,1.0,0.277,elliptical
23.164,0.038,-0.773,17.5,0.488,0.963,1.0,spiral
23.162,-0.037,-0.844,17.27,0.407,1.0,1.0,spiral
23.164,0.041,-0.788,16.74,0.489,1.0,1.0,spiral
23.164,-0.001,-0.772,17.41,1.0,0.978,0.207,elliptical
-23.764,0.32,1.623,18.09,0.479,0.801,1.0,spiral
18.345,0.05,-0.896,20.42,0.262,0.646,0.839,spiral
23.162,0.028,-0.84,18.25,1.0,0.683,0.353,elliptical
23.162,0.027,-0.832,16.44,1.0,0.999,0.17,elliptical
9.263,-0.262,-0.18,17.16,1.0,0.641,1.0,irregular
-2.133,0.845,0.941,19.56,0.301,0.807,1.0,spiral
20.599,0.006,-0.619,17.4,1.0,0.909,0.297,elliptical
1.057,0.451,0.653,19.53,1.0,0.601,0.321,elliptical
23.162,0.016,-0.804,17.47,0.553,0.918,1.0,spiral
23.163,-0.038,-0.796,18.14,1.0,0.724,0.157,elliptical
-16.65,-0.376,-0.174,17.81,1.0,0.554,0.998,irregular
-7.37,-1.267,1.036,18.83,0.382,0.925,1.0,spiral
-14.109,-0.356,1.696,18.79,1.0,0.404,0.871,irregular
-34.345,1.492,3.596,20.87,0.935,0.377,0.666,irregular
-8.233,-0.751,1.233,16.67,0.54,1.0,1.0,spiral
23.164,0.025,-0.768,17.02,1.0,0.753,0.183,elliptical
14.706,-0.122,-0.875,16.96,1.0,0.979,0.255,elliptical
23.164,-0.022,-0.771,17.09,1.0,0.99,0.231,elliptical
23.164,-0.023,-0.765,16.53,1.0,1.0,0.187,elliptical
-14.794,1.517,0.204,19.69,0.239,0.844,0.681,dwarf
-21.013,1.591,-0.218,18.56,0.467,0.988,1.0,spiral
-5.417,-0.278,-0.876,17.59,0.491,1.0,1.0,spiral
10.108,0.373,-0.759,16.64,1.0,1.0,0.449,elliptical
-51.191,-1.952,0.616,19.03,0.356,0.841,1.0,spiral
-8.148,0.37,0.967,16.8,0.585,1.0,1.0,spiral
0.388,-0.686,0.025,17.49,1.0,0.949,0.418,elliptical
-2.834,-0.524,-0.094,19.71,0.288,0.741,0.988,spiral
-17.677,-0.128,1.211,18.43,1.0,0.758,0.171,elliptical
23.163,0.006,-0.788,14.39,0.653,1.0,1.0,spiral
-12.88,0.284,0.623,17.65,0.44,0.91,1.0,spiral
-21.011,-1.035,0.571,18.85,0.402,0.818,1.0,spiral
20.919,-0.005,-0.648,18.27,1.0,0.867,0.323,elliptical
-48.802,-2.551,3.609,19.07,0.346,0.801,1.0,spiral
23.164,0.028,-0.767,16.03,1.0,0.845,0.457,elliptical
-14.997,0.046,1.211,20.32,0.354,0.718,1.0,spiral
19.539,-0.191,-0.492,16.85,0.493,1.0,1.0,spiral
3.588,-0.741,-0.611,17.57,0.348,1.0,1.0,spiral
0.177,0.523,0.207,19.87,0.223,0.906,0.752,dwarf
-14.294,0.798,-0.759,17.56,0.312,1.0,1.0,spiral
3.832,-0.037,0.5,19.46,1.0,0.518,0.848,irregular
-54.758,0.845,-0.718,19.28,1.0,0.576,0.316,elliptical
5.396,0.287,-1.008,17.46,1.0,0.498,1.0,irregular
23.162,0.02,-0.815,14.74,0.508,1.0,1.0,spiral
-15.479,-0.016,-1.118,17.65,0.338,0.912,1.0,spiral
-23.701,-0.701,0.355,20.86,0.824,0.498,0.133,elliptical
-9.567,0.968,0.04,18.51,0.307,0.877,1.0,spiral
-47.293,-2.211,3.886,20.13,0.222,0.766,0.898,spiral
1.035,0.368,0.297,16.85,0.345,1.0,1.0,spiral
23.162,-0.04,-0.813,16.58,1.0,0.851,0.385,elliptical
-18.25,-0.156,0.178,19.41,1.0,0.369,0.792,irregular
-21.769,1.522,-1.114,18.18,1.0,0.406,1.0,irregular
-2.218,0.9,1.218,18.42,0.375,0.892,1.0,spiral
-44.895,2.292,4.359,19.75,0.37,0.768,1.0,spiral
-6.064,0.895,1.497,19.46,0.278,0.836,1.0,spiral
2.075,0.028,-0.812,17.31,1.0,0.716,1.0,irregular
-33.819,-1.069,1.828,19.21,0.436,0.798,1.0,spiral
23.162,0.0,-0.812,15.87,0.52,1.0,1.0,spiral
-16.249,-0.405,1.77,19.51,1.0,0.755,0.271,elliptical
-14.622,-0.153,-0.517,19.86,1.0,0.407,0.85,irregular
-10.514,-0.963,0.551,19.49,0.318,0.719,1.0,spiral
-16.495,-1.014,1.009,20.09,0.959,0.32,0.821,irregular
-1.203,0.032,0.586,16.88,0.408,0.984,1.0,spiral
23.161,0.02,-0.832,16.61,1.0,0.709,1.0,irregular
8.116,0.179,0.372,17.55,0.53,0.874,1.0,spiral
21.45,-0.099,-0.826,16.7,1.0,1.0,0.411,elliptical
-43.233,2.502,1.17,19.28,1.0,0.782,0.301,elliptical
-18.797,0.737,2.114,18.51,0.447,0.891,1.0,spiral
2.413,-0.271,-0.033,18.07,0.266,0.881,1.0,spiral
-13.763,-0.539,-0.923,17.8,1.0,0.481,1.0,irregular
23.162,-0.016,-0.814,15.25,1.0,1.0,0.38,elliptical
23.162,-0.023,-0.808,18.22,0.431,0.785,1.0,spiral
23.162,-0.044,-0.849,18.5,1.0,0.427,1.0,irregular
-1.131,0.443,-0.569,18.0,0.43,1.0,1.0,spiral
-0.356,0.867,0.044,19.21,1.0,0.54,0.931,irregular
6.301,-0.751,0.3,17.98,0.343,0.853,1.0,spiral
23.162,0.028,-0.819,14.16,0.575,1.0,1.0,spiral
-42.813,-1.195,1.93,20.92,0.224,0.757,0.557,dwarf
23.163,-0.036,-0.796,18.89,0.472,0.893,1.0,spiral
23.162,0.023,-0.8,15.04,0.561,1.0,1.0,spiral
-10.591,-0.58,1.323,16.61,1.0,0.927,0.343,elliptical
-16.517,0.647,0.658,16.77,1.0,0.816,0.219,elliptical
-13.404,0.182,0.928,17.43,0.314,0.931,1.0,spiral
-9.05,-0.432,-0.331,17.12,1.0,0.772,0.418,elliptical
4.55,0.62,-0.469,17.79,0.509,0.879,1.0,spiral
21.13,-0.047,-0.734,17.54,1.0,0.76,0.223,elliptical
23.161,-0.013,-0.847,16.14,1.0,1.0,0.272,elliptical
-28.391,-1.967,-0.246,20.7,0.189,0.748,0.586,dwarf
-63.349,3.76,-0.181,20.54,0.288,0.614,0.873,spiral
23.161,0.004,-0.854,17.13,0.362,0.907,1.0,spiral
-9.57,-0.536,0.259,19.89,0.261,0.706,0.959,spiral
-10.854,0.117,0.409,20.18,0.192,0.936,0.664,dwarf
13.424,-0.256,-0.732,17.23,0.334,0.969,1.0,spiral
-39.861,-0.895,3.146,18.35,1.0,0.65,0.298,elliptical
14.607,0.302,-0.565,14.5,1.0,1.0,0.199,elliptical
5.0,-0.333,0.265,17.66,1.0,0.459,1.0,irregular
-15.12,-1.125,0.481,18.21,1.0,0.853,0.14,elliptical
-6.271,-0.463,-0.941,18.1,0.421,0.794,1.0,spiral
2.946,-0.809,-0.866,19.05,1.0,0.701,0.144,elliptical
19.737,0.071,-0.799,17.49,1.0,0.776,0.254,elliptical
-22.948,-1.874,2.143,18.75,0.273,0.871,1.0,spiral
23.162,0.041,-0.844,15.2,0.562,1.0,1.0,spiral
7.47,0.617,0.185,17.75,1.0,0.816,0.279,elliptical
8.077,-0.464,-0.614,18.9,1.0,0.54,0.933,irregular
23.162,0.037,-0.841,17.97,0.448,0.978,1.0,spiral
16.854,-0.123,-0.527,18.31,0.381,1.0,1.0,spiral
-15.349,-0.66,0.335,19.03,0.282,0.734,1.0,spiral
-11.894,1.46,0.471,17.78,0.309,0.894,1.0,spiral
-9.681,-0.95,-0.248,16.92,1.0,0.902,0.242,elliptical
1.218,-0.06,-0.797,20.44,0.276,0.617,0.992,spiral
21.77,-0.006,-0.851,17.61,1.0,0.904,0.269,elliptical
-25.689,-0.36,1.706,19.45,1.0,0.436,0.952,irregular
23.165,-0.037,-0.768,14.61,1.0,1.0,0.432,elliptical
23.162,0.04,-0.835,17.47,0.431,1.0,1.0,spiral
12.7,-0.448,-0.166,19.4,0.251,0.675,1.0,spiral
-7.74,0.735,0.39,18.25,1.0,0.861,0.348,elliptical
23.164,-0.047,-0.784,17.57,0.471,0.93,1.0,spiral
4.712,0.564,0.689,15.73,1.0,1.0,0.412,elliptical
-28.721,0.712,0.827,19.13,0.242,0.888,1.0,spiral
-10.203,1.441,-0.572,18.28,0.298,0.83,1.0,spiral
-6.044,0.615,-0.06,17.98,0.424,0.944,1.0,spiral
10.76,-0.165,-0.216,18.96,0.28,0.918,1.0,spiral
23.162,0.008,-0.813,15.36,1.0,1.0,0.233,elliptical
4.651,0.551,-0.867,17.12,0.529,1.0,1.0,spiral
23.164,0.014,-0.776,14.04,1.0,1.0,0.295,elliptical
8.297,0.628,-0.594,15.87,1.0,0.888,0.435,elliptical
-14.254,1.557,0.285,17.22,1.0,0.5,1.0,irregular
19.63,0.111,-0.796,17.99,1.0,0.691,0.262,elliptical
-33.555,0.197,0.411,18.66,0.283,0.807,1.0,spiral
3.79,0.295,-0.718,16.72,1.0,0.551,1.0,irregular
23.162,-0.04,-0.836,16.61,0.602,1.0,1.0,spiral
11.174,0.14,-0.794,18.36,0.276,0.948,1.0,spiral
-5.97,-1.189,1.161,19.48,0.302,0.869,1.0,spiral
23.162,-0.035,-0.804,15.7,1.0,1.0,0.395,elliptical
12.571,0.268,-0.542,17.33,0.34,1.0,1.0,spiral
-43.639,-1.918,4.08,19.32,0.308,0.719,1.0,spiral
-0.273,0.385,-0.408,17.35,1.0,0.726,0.359,elliptical
2.505,-0.245,-0.98,18.67,0.256,0.766,1.0,spiral
-8.491,-1.33,-0.341,17.98,0.345,0.834,1.0,spiral
23.161,0.014,-0.838,14.0,1.0,1.0,0.424,elliptical
23.162,0.044,-0.827,16.57,0.497,1.0,1.0,spiral
23.161,-0.01,-0.825,15.79,1.0,0.873,0.455,elliptical
8.929,-0.199,-0.565,17.76,1.0,0.775,0.167,elliptical
23.164,0.04,-0.785,17.07,1.0,1.0,0.41,elliptical
-16.979,0.131,2.103,15.89,0.67,1.0,1.0,spiral
4.875,-0.632,-0.333,17.91,1.0,0.892,0.243,elliptical
-11.362,0.729,0.899,20.39,0.261,0.595,0.971,spiral
-2.286,-0.329,0.316,17.55,1.0,0.787,0.301,elliptical
-23.945,1.467,1.839,20.17,0.385,0.773,0.952,spiral
23.163,0.009,-0.786,16.1,1.0,1.0,0.495,elliptical
-68.495,-3.405,3.865,20.33,0.916,0.324,0.707,irregular
12.139,0.244,-0.737,17.18,1.0,0.803,0.182,elliptical
17.605,0.272,-0.623,16.27,1.0,1.0,0.478,elliptical
3.364,0.423,-1.001,16.76,1.0,0.978,0.17,elliptical
23.163,-0.021,-0.777,18.32,1.0,0.89,0.157,elliptical
-41.269,-0.396,-0.0,18.65,0.465,0.857,1.0,spiral
-6.231,0.345,0.741,18.13,0.32,0.87,1.0,spiral
-13.867,0.731,-0.819,20.27,0.364,0.627,0.906,spiral
4.675,-0.348,0.208,19.06,1.0,0.644,0.319,elliptical
23.163,-0.022,-0.78,17.72,1.0,0.579,1.0,irregular
16.743,-0.007,-0.593,19.5,1.0,0.525,0.831,irregular
-23.477,-0.101,0.847,20.8,0.203,0.602,0.825,spiral
14.314,0.372,-0.077,15.92,1.0,1.0,0.295,elliptical
10.534,0.293,-0.918,16.36,0.51,1.0,1.0,spiral
-6.378,-0.405,-0.95,20.27,0.868,0.319,0.724,irregular
-16.314,0.351,0.425,17.36,0.356,0.882,1.0,spiral
23.163,-0.021,-0.778,17.49,0.536,1.0,1.0,spiral
