# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
177.598278,2.363064,17.78,17.55,17.09,0.0278,irregular
180.708671,2.858517,15.51,15.14,14.79,0.0434,spiral
180.081711,0.509033,16.93,16.13,15.61,0.0169,elliptical
180.829623,1.874639,19.95,19.17,18.67,0.0199,elliptical
179.506966,2.11073,19.0,18.08,17.45,0.011,elliptical
179.62696,2.146535,17.24,16.45,16.23,0.0072,spiral
180.031965,1.589532,17.81,17.44,17.34,0.0011,spiral
180.319636,2.121451,17.98,17.08,16.82,0.0091,spiral
180.179386,1.844442,21.58,20.85,20.38,0.0536,spiral
180.282949,3.432281,17.45,16.53,16.16,0.0394,elliptical
180.987876,2.330531,20.81,20.35,20.07,0.0532,spiral
179.275911,1.303039,17.15,16.04,15.64,0.001,elliptical
177.688341,1.222284,19.1,18.19,17.88,0.0487,elliptical
179.005224,4.408324,18.6,18.18,17.8,0.001,spiral
181.606397,0.368297,16.95,16.0,15.69,0.001,elliptical
177.576124,1.079257,18.46,18.17,17.96,0.0318,spiral
178.844305,4.41219,17.55,17.04,16.72,0.0522,spiral
177.837823,1.308926,16.74,16.25,15.84,0.001,spiral
181.417487,3.16208,17.06,16.48,15.78,0.001,elliptical
181.781731,3.94313,16.3,15.74,15.31,0.0409,spiral
181.754134,2.094458,18.89,18.21,17.66,0.0262,elliptical
181.925571,2.493849,16.57,15.86,15.76,0.001,spiral
181.922329,2.967851,17.64,16.81,16.39,0.0309,spiral
182.493405,1.234721,22.0,21.79,21.58,0.0423,irregular
181.316777,3.448552,16.39,15.44,14.73,0.001,elliptical
180.917994,-0.041128,16.55,15.6,15.11,0.0275,elliptical
180.24347,3.510717,15.61,14.75,14.53,0.001,elliptical
177.800978,0.669798,17.99,16.94,16.51,0.0377,spiral
181.030376,2.23738,16.45,15.35,15.35,0.001,elliptical
179.267351,1.797807,18.78,17.81,17.28,0.0352,elliptical
180.783065,1.250394,18.6,17.47,17.16,0.0214,elliptical
180.782054,0.051313,20.01,19.26,18.97,0.0464,irregular
179.342282,-0.261276,17.13,16.42,16.0,0.001,spiral
178.155455,4.426641,20.5,19.95,19.51,0.0447,irregular
181.629901,-0.429583,16.69,15.58,15.35,0.0064,elliptical
180.832909,2.871966,20.09,19.08,18.72,0.0294,dwarf
179.268978,4.218623,18.72,18.37,18.02,0.007,spiral
178.495489,0.338409,19.48,18.72,18.4,0.0484,spiral
181.406477,-0.097218,19.7,19.52,19.01,0.0198,spiral
180.847414,1.734273,15.83,15.12,14.83,0.001,spiral
180.105541,2.994957,16.0,14.98,14.81,0.0086,elliptical
179.151009,1.26022,19.97,19.02,18.81,0.0345,elliptical
179.954936,3.482342,18.4,17.84,17.61,0.0428,elliptical
180.916663,0.962736,21.23,20.86,20.46,0.0361,spiral
180.390257,-0.462699,19.66,18.92,18.57,0.0461,elliptical
180.868401,0.258342,16.29,15.69,15.32,0.001,spiral
180.759242,2.95304,16.69,15.98,15.73,0.001,elliptical
179.962703,3.743308,18.18,16.99,16.73,0.0331,elliptical
180.262314,2.352965,18.01,17.07,16.93,0.0285,elliptical
180.792652,4.404681,16.45,15.73,15.4,0.0031,elliptical
182.071267,3.035381,18.56,18.2,18.1,0.0195,spiral
178.401699,3.150431,19.42,18.76,18.55,0.0228,irregular
179.707785,0.87944,17.9,17.04,16.67,0.001,elliptical
178.124248,1.291263,15.17,14.15,13.74,0.0193,elliptical
182.462088,0.117633,18.37,17.5,17.37,0.001,spiral
180.31894,-0.071106,14.88,14.23,13.78,0.0181,elliptical
181.270766,4.14318,17.69,17.22,17.01,0.0022,irregular
180.811319,4.491925,18.21,17.65,17.41,0.0131,spiral
177.929645,0.640558,17.69,17.12,16.68,0.001,spiral
178.623945,2.209526,18.68,18.55,18.37,0.0459,spiral
179.732392,2.714555,18.53,18.22,18.14,0.0623,spiral
180.329064,3.509978,18.97,18.14,17.75,0.0223,spiral
177.899685,4.093418,17.39,16.72,16.49,0.0153,spiral
178.89366,3.648282,18.79,17.78,17.01,0.0453,elliptical
181.331714,0.102224,18.4,17.79,17.29,0.0432,spiral
180.792755,2.528481,18.39,17.56,17.35,0.018,spiral
181.795796,3.589353,16.66,15.7,15.06,0.001,elliptical
179.304208,3.089207,14.86,14.14,13.85,0.0046,spiral
178.933378,-0.214947,20.65,19.94,19.62,0.0571,spiral
180.903834,2.599047,20.5,20.48,20.04,0.0289,irregular
179.849582,0.34191,14.01,12.92,12.59,0.001,elliptical
180.520616,2.086285,17.27,16.62,16.31,0.0273,elliptical
181.541702,0.676272,17.72,16.78,16.53,0.0054,elliptical
179.872938,1.271442,15.26,14.01,13.45,0.001,elliptical
179.589985,3.27835,18.21,17.84,17.56,0.0317,spiral
178.885209,4.324895,17.04,16.09,15.69,0.001,elliptical
181.182188,1.236427,15.06,14.78,14.56,0.001,spiral
181.430123,0.725244,18.19,17.18,16.94,0.0259,spiral
180.021023,2.864231,16.2,15.25,14.93,0.001,elliptical
180.466583,0.826557,16.84,16.29,15.9,0.0241,spiral
181.420642,0.236623,16.08,15.45,15.07,0.0136,elliptical
181.772147,1.150546,17.69,16.45,16.11,0.001,elliptical
181.297518,3.404316,15.85,15.21,15.0,0.001,spiral
179.689612,3.099426,22.0,21.32,21.23,0.047,irregular
179.478525,2.294546,18.36,17.91,17.64,0.001,spiral
182.182579,3.813026,17.51,17.01,16.82,0.0107,spiral
179.802604,2.149124,15.55,14.8,14.29,0.001,elliptical
179.482456,0.967184,16.65,15.95,15.59,0.0157,elliptical
179.227986,2.697305,17.83,16.75,16.47,0.0179,elliptical
182.375132,1.61158,19.57,18.66,18.47,0.0607,elliptical
180.100214,3.630187,19.17,18.29,18.1,0.0259,elliptical
180.648546,1.269473,17.18,16.67,16.27,0.029,spiral
180.57262,4.171653,19.18,18.18,18.01,0.0512,spiral
180.474421,1.634495,18.82,18.32,18.35,0.0244,spiral
180.489179,2.7036,18.99,18.3,18.18,0.0145,irregular
177.998475,0.899365,21.47,21.39,21.0,0.0748,irregular
181.595201,0.185847,19.07,18.04,17.55,0.0647,elliptical
179.845839,4.208577,17.64,17.07,16.68,0.0195,spiral
181.934325,1.002573,18.61,17.77,17.46,0.0334,elliptical
178.766442,2.787894,15.58,14.94,14.72,0.001,spiral
181.106128,1.185041,15.82,14.94,14.68,0.001,elliptical
179.299623,0.019734,18.36,18.03,17.73,0.0174,spiral
178.913813,1.107292,19.85,19.1,18.72,0.0341,spiral
181.231185,1.519187,21.09,20.27,20.13,0.0437,spiral
180.104394,1.610202,16.03,15.15,14.68,0.001,elliptical
178.793855,3.699944,15.58,14.49,14.17,0.001,elliptical
181.03541,2.945648,18.27,17.25,16.55,0.0075,elliptical
182.060524,-0.092747,14.93,14.39,14.16,0.001,spiral
179.095398,0.164,18.72,17.68,17.21,0.018,elliptical
177.652444,2.827206,18.84,18.24,18.13,0.0572,spiral
180.94502,-0.47219,19.31,18.52,18.57,0.0623,dwarf
180.713987,3.453303,16.03,15.2,14.68,0.0255,elliptical
181.582982,-0.491619,18.77,18.21,17.85,0.001,spiral
177.517626,3.540735,18.52,17.8,17.26,0.0324,spiral
181.464451,3.258705,17.26,16.16,15.7,0.0139,elliptical
179.361233,3.254585,14.91,14.38,14.34,0.001,spiral
180.731416,0.05465,15.9,14.94,14.52,0.0089,elliptical
178.613086,3.667199,19.17,18.29,17.75,0.0523,spiral
178.15529,0.363581,18.38,17.98,17.78,0.0055,spiral
180.276254,1.570722,17.1,16.54,16.58,0.001,irregular
178.794922,0.78234,17.42,16.93,16.5,0.0249,spiral
177.568776,-0.082719,17.78,17.59,17.17,0.0101,irregular
178.313788,3.562696,18.32,17.22,16.9,0.0299,elliptical
179.043889,0.635807,20.09,19.29,18.94,0.0303,spiral
178.934133,1.383983,20.29,19.84,19.54,0.0402,dwarf
178.10025,2.57972,17.45,16.39,15.79,0.0112,elliptical
178.479193,1.81079,16.72,15.75,15.31,0.0123,elliptical
179.085246,1.881905,18.08,17.42,16.98,0.0036,spiral
181.608206,3.130645,16.65,16.33,16.05,0.001,spiral
179.097491,-0.317692,16.97,16.09,15.66,0.0209,elliptical
177.869729,3.946984,17.5,17.15,16.79,0.001,spiral
181.856483,0.153487,17.27,16.79,16.44,0.001,spiral
177.717502,3.144908,16.74,16.39,16.26,0.001,spiral
179.944063,3.973829,17.41,16.56,16.4,0.001,elliptical
178.979866,0.494629,22.0,20.92,20.29,0.0357,dwarf
179.616335,2.944822,18.09,17.58,17.15,0.0449,spiral
179.493217,-0.483916,20.42,20.03,19.69,0.0055,spiral
178.377624,0.347827,18.25,17.36,17.0,0.001,elliptical
178.441433,0.779773,16.44,15.32,14.72,0.001,elliptical
180.994107,2.547579,17.16,16.86,17.06,0.014,irregular
178.159655,3.877429,19.56,18.75,18.46,0.0247,spiral
179.881877,3.587614,17.4,16.64,16.37,0.0034,elliptical
178.880214,3.70111,19.53,18.73,18.37,0.0217,elliptical
179.065637,2.269236,17.47,16.98,16.69,0.001,spiral
181.95061,2.723134,18.14,17.29,16.66,0.001,elliptical
180.524997,0.942548,17.81,17.27,17.26,0.0382,irregular
182.293334,3.407074,18.83,18.0,17.59,0.0296,spiral
180.529377,3.793617,18.79,17.67,17.83,0.0359,irregular
178.539237,4.335433,20.87,20.43,20.16,0.0549,irregular
181.321555,3.664452,16.67,15.8,15.56,0.0304,spiral
181.338071,4.006454,21.55,21.34,20.91,0.0649,spiral
178.55195,4.228195,17.02,16.3,16.0,0.001,elliptical
180.723667,-0.171031,16.96,15.84,15.62,0.0089,elliptical
181.102048,4.04373,17.09,16.36,15.91,0.001,elliptical
181.11252,4.376569,16.53,15.58,15.24,0.001,elliptical
177.771651,1.540881,19.69,18.61,18.59,0.0365,dwarf
177.983704,0.795149,18.56,18.1,17.88,0.0423,spiral
180.53449,-0.056507,17.59,17.04,16.77,0.0277,spiral
178.480422,0.356465,16.64,15.3,14.86,0.0132,elliptical
181.480834,1.110262,19.03,18.22,17.81,0.0705,spiral
179.341815,3.2063,16.8,16.08,16.04,0.0303,spiral
181.642889,2.093473,17.49,16.76,16.29,0.0223,elliptical
181.105848,1.592866,19.71,19.52,19.05,0.0253,spiral
180.172377,2.810944,18.43,17.84,17.32,0.0392,elliptical
179.580016,3.142576,14.39,13.76,13.55,0.001,spiral
179.559217,2.267866,17.65,16.89,16.82,0.0347,spiral
181.30838,1.793484,18.85,18.43,18.09,0.0423,spiral
180.060547,3.429189,18.27,17.28,17.26,0.0031,elliptical
181.998889,3.48928,19.07,18.42,18.03,0.0684,spiral
178.379451,4.25289,16.03,15.12,15.01,0.001,elliptical
179.930841,3.002602,20.32,19.82,19.25,0.0367,spiral
182.311088,4.312626,16.85,16.41,16.1,0.0044,spiral
182.050567,0.654016,17.57,16.82,16.33,0.0193,spiral
178.750016,2.506108,19.87,18.93,18.54,0.0225,dwarf
178.81118,0.130568,17.56,17.2,17.01,0.036,spiral
180.099635,3.775174,19.46,19.1,18.82,0.0191,irregular
179.385579,0.093375,19.28,18.38,18.04,0.0738,elliptical
179.121682,-0.489957,17.46,17.17,16.98,0.0176,irregular
178.813093,1.675292,14.74,14.23,14.08,0.001,spiral
180.020884,-0.391673,17.65,17.45,17.32,0.0371,spiral
180.835225,1.43575,20.86,20.22,19.98,0.0448,elliptical
178.355836,1.502473,18.51,18.11,17.94,0.0316,spiral
181.769092,3.783628,20.13,19.54,19.34,0.067,spiral
179.085488,2.821711,16.85,16.18,15.71,0.0217,spiral
182.023024,1.780915,16.58,15.77,15.32,0.001,elliptical
180.207371,1.381551,19.41,19.19,19.01,0.0397,irregular
178.102739,-0.33313,18.18,17.62,17.61,0.043,irregular
178.046667,4.4611,18.42,17.78,17.41,0.0248,spiral
178.099336,4.304349,19.75,19.16,18.54,0.0648,spiral
178.304921,4.421738,19.46,19.05,18.72,0.0284,spiral
179.921684,0.089674,17.31,16.66,16.81,0.0207,irregular
181.052818,2.637311,19.21,18.81,18.69,0.0543,spiral
179.891206,1.835977,15.87,15.13,14.94,0.001,spiral
180.570212,3.697995,19.51,18.43,18.01,0.0379,elliptical
180.223216,0.485351,19.86,19.47,19.35,0.0363,irregular
181.584369,2.303137,19.49,18.92,18.64,0.0325,spiral
181.42395,2.608424,20.09,20.14,19.92,0.0381,irregular
179.922761,3.224569,16.88,16.49,16.1,0.0238,spiral
178.849274,0.775668,16.61,15.94,15.53,0.001,irregular
179.358281,4.325131,17.55,17.02,16.61,0.0151,spiral
182.0014,0.416581,16.7,15.69,15.36,0.0026,elliptical
177.874296,1.710525,19.28,18.39,17.79,0.0631,elliptical
179.015665,3.935559,18.51,18.02,17.5,0.0403,spiral
180.708075,2.13602,18.07,17.19,16.89,0.0204,spiral
180.810015,-0.114935,17.8,17.01,16.86,0.0355,irregular
180.779312,1.757114,15.25,14.27,14.02,0.001,elliptical
181.127037,2.081263,18.22,17.2,16.77,0.001,spiral
182.268386,-0.153596,18.5,18.1,18.08,0.001,irregular
178.995575,0.625855,18.0,17.51,16.97,0.0237,spiral
177.975635,2.073563,19.21,18.36,17.64,0.023,irregular
182.393086,3.656463,17.98,17.43,16.96,0.0168,spiral
178.387076,1.446585,14.16,13.39,12.85,0.001,spiral
181.019168,2.371222,20.92,20.89,20.75,0.0627,dwarf
181.855743,2.695638,18.89,18.25,18.37,0.001,spiral
178.670331,2.487307,15.04,14.64,14.33,0.001,spiral
180.951295,3.564843,16.61,15.84,15.72,0.0326,elliptical
179.087781,2.114878,16.77,16.14,15.86,0.0381,elliptical
179.720507,2.700137,17.43,16.66,16.53,0.0352,spiral
180.740714,0.88672,17.12,16.35,15.66,0.0311,elliptical
178.190846,1.097671,17.79,17.55,17.44,0.0184,spiral
180.838058,2.083908,17.54,16.71,16.3,0.0029,elliptical
180.596353,-0.019721,16.14,15.06,14.61,0.001,elliptical
182.139215,0.653612,20.7,20.1,19.86,0.0492,dwarf
180.726512,3.211744,21.62,21.59,21.43,0.0706,dwarf
177.540259,0.434791,20.54,20.17,19.82,0.0819,spiral
179.679367,-0.405751,17.13,16.14,15.97,0.001,spiral
177.586327,3.62532,21.55,21.33,21.11,0.0857,irregular
180.905101,1.873437,19.89,19.35,19.0,0.0316,spiral
179.806071,2.049652,20.18,19.44,19.19,0.0328,dwarf
181.349486,0.6047,17.23,16.49,16.17,0.0101,spiral
180.797992,3.564444,18.35,17.45,16.99,0.06,elliptical
178.191495,1.675635,14.5,13.84,13.22,0.009,elliptical
180.987632,3.307188,17.66,17.12,16.8,0.018,irregular
181.635425,1.931169,18.21,17.01,16.66,0.0368,elliptical
180.866917,-0.176758,18.1,17.36,16.98,0.0285,spiral
182.170679,-0.05124,19.05,17.81,17.35,0.0199,elliptical
179.077902,0.611005,17.49,16.89,16.35,0.0042,elliptical
182.271873,3.623099,18.75,18.32,18.05,0.0442,spiral
177.703867,0.121762,15.2,14.6,14.22,0.001,spiral
177.885219,3.517548,17.75,16.84,16.58,0.0157,elliptical
181.639562,0.823566,18.9,18.43,18.04,0.0151,irregular
177.931463,0.289272,17.97,17.49,16.98,0.001,spiral
180.943601,2.476702,18.31,17.79,17.65,0.0069,spiral
180.952533,1.709382,19.03,18.31,18.02,0.037,spiral
177.683361,2.086282,17.78,17.16,17.16,0.0338,spiral
181.601067,1.011072,16.92,16.0,15.84,0.0317,elliptical
180.145886,0.124148,20.44,19.47,19.21,0.0215,spiral
180.097513,-0.093875,17.61,16.72,16.19,0.0023,elliptical
180.410802,2.926735,19.45,19.54,19.26,0.0467,irregular
181.874755,4.208605,14.61,13.79,13.38,0.001,elliptical
177.740181,0.640743,17.47,16.66,16.25,0.001,spiral
182.215796,3.37392,19.4,19.13,18.75,0.0108,spiral
178.680139,2.213556,18.25,17.23,16.9,0.0299,elliptical
182.446616,3.360764,17.57,16.59,16.02,0.001,spiral
178.339479,4.497146,15.73,14.45,13.81,0.0183,elliptical
179.227478,1.810424,19.13,18.35,17.96,0.0495,spiral
177.600508,0.455741,18.28,17.99,17.65,0.0322,spiral
178.832734,1.487848,17.98,17.4,17.0,0.0283,spiral
179.657381,0.401271,21.02,20.56,20.08,0.0532,spiral
177.592606,4.460634,21.64,20.91,21.01,0.0524,irregular
180.695769,2.679183,18.96,18.2,17.92,0.0126,spiral
179.467054,1.81236,15.36,14.42,14.16,0.001,elliptical
178.38344,-0.059839,17.12,16.41,16.45,0.0183,spiral
179.145145,3.785506,14.04,12.91,12.37,0.001,elliptical
177.735898,0.907368,15.87,15.11,14.55,0.0149,elliptical
177.681199,1.681971,17.22,16.9,17.2,0.036,irregular
178.59755,0.633847,17.99,17.45,17.04,0.0043,elliptical
179.803047,1.246737,18.66,18.15,17.81,0.054,spiral
179.168239,0.359683,16.72,16.34,15.77,0.0191,irregular
182.045452,0.552216,16.61,15.87,15.36,0.001,spiral
179.379206,0.231568,18.36,17.87,17.56,0.0122,spiral
182.250255,3.799368,19.48,18.66,18.46,0.0283,spiral
181.770367,2.271523,15.7,14.84,14.41,0.001,elliptical
178.672721,1.493378,17.33,16.73,16.34,0.0109,spiral
181.616799,4.149796,19.32,19.14,18.95,0.0636,spiral
179.094752,1.025323,17.35,16.46,16.14,0.0229,elliptical
180.641056,-0.352676,18.67,18.08,17.75,0.0203,spiral
182.323757,0.884546,17.98,17.25,16.88,0.0306,spiral
179.13001,0.437366,14.0,12.99,12.66,0.001,elliptical
177.525338,1.070585,16.57,15.74,15.33,0.001,spiral
180.458045,1.166461,15.79,14.75,14.29,0.001,elliptical
180.73725,1.055366,17.76,16.78,16.28,0.0143,elliptical
177.779239,3.270908,17.07,15.76,15.43,0.001,elliptical
179.815218,4.094201,15.89,15.01,14.78,0.0386,spiral
181.863788,1.520128,17.91,16.92,16.48,0.0181,elliptical
178.823596,2.806478,20.39,19.61,19.35,0.0333,spiral
180.707623,2.510676,17.55,16.87,16.24,0.0248,elliptical
178.253233,3.18933,20.17,19.34,19.11,0.0451,spiral
179.420956,3.221978,16.1,15.26,14.53,0.001,elliptical
182.102007,2.906722,20.33,19.98,19.54,0.0868,irregular
178.834318,0.519478,17.18,16.2,15.79,0.0113,elliptical
177.633036,1.926946,16.27,15.25,15.0,0.0062,elliptical
178.835041,-0.42446,16.76,15.9,15.67,0.0195,elliptical
181.051364,3.699284,18.32,17.17,17.0,0.001,elliptical
180.34471,0.740243,18.65,18.16,17.85,0.0612,spiral
179.347865,2.983371,18.13,17.57,17.02,0.0285,spiral
178.897877,0.04148,20.27,19.76,19.48,0.0356,spiral
181.015023,3.087313,19.06,18.03,17.84,0.0183,elliptical
181.100472,3.577582,17.72,17.1,16.85,0.001,irregular
180.03675,1.942682,19.5,19.11,18.83,0.007,irregular
180.119468,2.032721,20.8,20.16,19.76,0.0446,spiral
177.842346,4.435505,15.92,14.94,14.36,0.0093,elliptical
178.768228,-0.300521,16.36,15.96,15.77,0.0128,spiral
180.754662,-0.193649,20.27,19.73,19.4,0.0286,irregular
179.501972,1.795542,17.36,16.92,16.95,0.0379,spiral
181.019457,3.695154,17.49,16.77,16.58,0.001,spiral
178.049201,0.939504,17.46,16.91,16.66,0.0246,irregular
179.583494,3.421231,17.87,16.85,16.63,0.0439,elliptical
182.449071,2.759606,18.27,17.9,17.77,0.0522,spiral
177.822955,3.492049,16.18,15.12,14.74,0.001,elliptical
178.706444,3.404876,17.17,16.34,15.89,0.0287,elliptical
179.502782,3.103883,17.3,16.95,16.99,0.0058,irregular
179.311968,0.709822,18.02,17.5,17.28,0.0205,spiral
180.997321,-0.365582,18.61,17.76,17.17,0.032,elliptical
182.491669,0.387014,18.91,18.06,17.97,0.0501,spiral
178.01222,3.106045,19.58,18.68,18.3,0.0489,elliptical
181.990397,3.13674,15.84,15.23,14.94,0.001,spiral
182.466075,3.852245,17.95,17.25,17.15,0.0319,spiral
178.704812,4.327889,20.29,19.78,19.53,0.0673,spiral
179.478151,1.284938,17.1,16.38,15.98,0.0011,spiral
180.189862,0.844828,18.05,17.13,16.88,0.0025,spiral
179.724829,1.269757,19.78,19.35,19.15,0.0417,spiral
178.510861,2.22201,18.71,17.84,17.58,0.0395,elliptical
180.931054,1.091944,16.85,16.04,15.44,0.0394,elliptical
180.367554,0.715965,18.1,17.33,16.85,0.0139,spiral
177.753909,2.879976,18.95,18.6,18.16,0.0149,spiral
180.092896,1.114902,16.95,15.89,15.98,0.0026,irregular
178.042377,1.012912,17.42,17.23,17.05,0.0258,spiral
179.194858,2.684735,20.88,20.54,20.47,0.0484,dwarf
178.344918,2.971247,16.71,15.8,15.67,0.001,irregular
177.747414,4.473307,19.66,18.92,18.66,0.0619,dwarf
180.019825,3.664635,18.12,17.27,16.83,0.0097,elliptical
181.42717,-0.243794,18.52,17.97,17.85,0.0377,spiral
182.048911,0.718483,16.41,15.53,15.25,0.0272,elliptical
179.300058,0.57285,18.19,17.85,17.82,0.0161,irregular
178.064017,2.108455,19.99,19.34,18.82,0.0479,dwarf
178.224688,-0.090425,18.98,18.97,19.28,0.0411,irregular
181.13242,3.787077,18.85,18.27,18.16,0.0023,spiral
181.034916,-0.015172,17.41,16.83,16.66,0.001,spiral
177.789966,-0.399295,16.83,16.17,15.72,0.0123,elliptical
180.110714,3.582152,16.3,15.73,15.58,0.001,spiral
177.843313,3.174902,18.58,18.05,17.67,0.0048,spiral
178.397826,-0.350114,16.25,14.89,14.94,0.001,elliptical
178.827179,4.279477,18.61,18.13,17.8,0.0387,irregular
177.906245,2.990073,17.97,17.2,16.7,0.0148,elliptical
177.714435,4.186633,18.13,17.62,17.51,0.0304,spiral
181.879939,3.510131,20.18,19.64,19.27,0.0519,spiral
178.83961,3.32659,18.15,17.25,16.7,0.0269,elliptical
181.261691,-0.274579,16.26,15.25,14.94,0.0135,spiral
182.145422,0.529447,16.35,15.79,15.47,0.0017,irregular
182.297396,-0.390104,17.82,17.13,16.88,0.0048,spiral
181.540813,4.4922,18.96,18.31,18.05,0.046,spiral
181.82887,0.457938,19.12,18.13,17.64,0.0054,elliptical
180.552125,-0.078881,18.75,18.06,17.92,0.0399,spiral
180.788297,3.860888,18.89,17.86,17.64,0.0157,spiral
180.102505,3.80246,17.89,16.83,16.42,0.0138,elliptical
178.342884,4.099635,18.32,17.85,17.65,0.0406,spiral
179.006705,1.283948,17.04,16.18,15.51,0.001,elliptical
181.311512,2.292641,17.14,16.06,15.57,0.0347,elliptical
180.33238,4.149989,17.45,16.67,16.19,0.001,elliptical
178.438464,2.724936,18.71,18.29,17.8,0.0468,irregular
180.433983,0.195478,17.83,17.11,17.06,0.0101,spiral
180.122655,3.649254,18.62,18.14,17.71,0.0368,spiral
181.257691,1.596484,18.97,18.3,17.99,0.0057,spiral
179.144294,2.09731,17.64,17.48,17.23,0.001,spiral
178.380119,0.578286,18.89,17.94,18.16,0.0375,dwarf
180.509186,-0.497602,17.98,17.55,17.2,0.001,spiral
182.30363,0.130837,17.05,16.35,16.16,0.042,spiral
180.60403,2.128066,16.09,15.2,14.57,0.001,elliptical
181.983258,2.633431,16.29,15.78,15.34,0.0241,irregular
177.536351,1.897457,18.95,18.35,17.91,0.0102,irregular
180.764982,2.802836,18.32,17.44,16.93,0.0181,elliptical
177.801481,3.745949,17.33,16.7,16.79,0.0039,spiral
179.095774,1.729783,18.27,17.46,17.22,0.001,spiral
181.835767,1.545608,16.16,15.73,15.17,0.001,spiral
179.339879,0.63393,18.44,17.49,16.82,0.0262,elliptical
177.8139,0.012381,20.2,19.96,19.76,0.0486,dwarf
177.841643,0.210892,18.3,17.16,16.73,0.0429,elliptical
177.727863,-0.392076,17.68,16.74,16.12,0.001,elliptical
177.888982,3.091183,17.71,17.01,16.9,0.001,spiral
180.667557,-0.015632,18.45,17.82,17.65,0.0412,spiral
179.310779,0.516887,17.99,17.39,16.98,0.0447,elliptical
180.467426,4.340668,18.95,18.15,17.95,0.0376,spiral
178.966551,1.241868,19.28,18.51,17.83,0.0545,spiral
179.068044,-0.383982,18.09,17.49,17.11,0.001,spiral
178.439618,2.694901,18.98,17.9,17.64,0.0972,elliptical
177.848533,1.318716,15.86,15.1,14.72,0.001,spiral
181.64225,1.142728,14.0,13.43,13.11,0.0015,spiral
182.213857,1.916729,15.09,14.24,13.8,0.001,elliptical
178.8618,3.584772,16.96,16.02,15.39,0.0499,elliptical
180.80834,3.358158,18.33,17.43,17.26,0.0193,spiral
179.395867,3.248272,19.98,19.38,18.85,0.0612,spiral
178.270087,0.762276,17.51,17.03,16.71,0.009,spiral
179.430704,3.365148,19.95,19.46,19.65,0.0556,irregular
180.26002,0.326827,18.89,17.8,17.26,0.0172,elliptical
181.964952,4.277658,16.09,15.51,14.82,0.0342,elliptical
181.46203,-0.075357,18.72,17.91,17.58,0.001,elliptical
178.638265,0.978661,15.88,15.04,14.83,0.001,elliptical
181.908646,4.121002,16.55,16.07,15.86,0.0216,spiral
180.842204,-0.299771,17.27,17.52,17.31,0.0399,irregular
178.020589,2.021803,15.87,15.01,14.54,0.001,elliptical
180.595864,-0.468239,19.64,19.31,18.94,0.0471,irregular
179.03455,3.175609,17.87,17.19,17.09,0.0169,irregular
180.126608,1.711619,19.04,18.65,18.46,0.0648,irregular
178.690443,2.549225,22.0,21.57,21.44,0.0633,dwarf
178.114608,4.223406,20.54,20.29,20.16,0.0284,spiral
178.951036,0.913054,18.98,18.28,17.95,0.044,spiral
181.764183,3.295522,18.5,17.65,17.22,0.0314,spiral
177.552125,0.039466,15.58,15.04,14.49,0.001,elliptical
178.017803,2.164854,16.75,15.83,15.69,0.0115,elliptical
179.065254,3.192012,22.0,21.59,21.27,0.0281,dwarf
177.999947,3.75117,17.76,17.31,16.9,0.0202,elliptical
178.263627,3.340005,20.13,19.64,19.46,0.0398,spiral
178.733847,3.973105,17.0,15.94,15.39,0.0236,elliptical
178.414456,-0.383403,16.88,15.96,15.35,0.001,elliptical
178.56038,-0.017302,18.83,18.09,17.89,0.0072,irregular
178.89563,1.952508,20.81,20.38,20.27,0.068,spiral
179.997854,1.984526,16.67,16.13,15.58,0.001,spiral
182.422734,2.356101,18.99,18.58,18.36,0.067,spiral
180.00106,4.377408,18.23,17.23,17.03,0.0153,spiral
182.129287,1.094981,15.94,14.88,14.65,0.001,elliptical
181.922727,2.422641,20.33,20.24,20.13,0.0244,irregular
179.305748,2.247125,17.68,16.47,16.12,0.0141,elliptical
178.022977,1.61789,18.79,18.29,17.81,0.0479,elliptical
181.835112,2.579053,17.5,17.11,16.68,0.001,spiral
180.62916,1.812977,17.48,16.4,16.05,0.001,elliptical
178.225541,-0.013094,19.76,18.97,18.84,0.0691,spiral
178.237387,-0.465397,16.61,15.75,15.39,0.001,elliptical
181.417956,1.073965,17.53,16.54,15.96,0.0296,elliptical
182.351904,2.2231,17.0,16.18,15.71,0.0141,elliptical
180.33811,2.172522,17.77,16.81,16.43,0.0199,elliptical
181.298722,3.341499,16.61,16.02,15.48,0.001,spiral
178.591488,0.160928,17.11,16.15,15.71,0.0199,elliptical
180.890225,0.104828,22.0,22.06,21.2,0.0848,irregular
181.614337,-0.005957,16.41,15.45,15.01,0.0576,elliptical
178.61357,0.786856,16.83,16.14,15.79,0.0124,spiral
178.705541,0.801655,18.79,18.18,17.98,0.0183,spiral
180.530689,3.782657,21.07,20.76,20.2,0.063,irregular
180.884318,0.138324,19.16,18.4,18.12,0.0107,spiral
181.844912,3.457877,16.74,16.05,15.48,0.0202,elliptical
180.568224,1.476894,18.81,17.97,17.63,0.0783,elliptical
177.935291,3.186014,16.73,15.8,15.47,0.0102,elliptical
181.610779,3.846389,17.13,16.01,15.63,0.001,elliptical
180.293904,3.33228,19.67,18.73,18.2,0.0359,elliptical
